"region";"age";"industry (SIC2007)";"working hours";"Employees by place of residence 2019";"Employees by place of work 2019"
"K-4641 Aurland";"15-74 years";"00-99 All industries";"Full-time";624;616
"K-4641 Aurland";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4641 Aurland";"15-74 years";"05-09 Mining and quarrying";"Full-time";7;14
"K-4641 Aurland";"15-74 years";"41-43 Construction";"Part-time";8;6
"K-4641 Aurland";"15-74 years";"41-43 Construction";"Full-time";102;69
"K-4641 Aurland";"20-66 years";"00-99 All industries";"Part-time";215;222
"K-4641 Aurland";"20-66 years";"00-99 All industries";"Full-time";610;599
"K-4641 Aurland";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4641 Aurland";"20-66 years";"05-09 Mining and quarrying";"Full-time";7;13
"K-4641 Aurland";"20-66 years";"41-43 Construction";"Part-time";7;4
"K-4641 Aurland";"20-66 years";"41-43 Construction";"Full-time";95;63
"K-4642 L?rdal";"15-74 years";"00-99 All industries";"Part-time";342;347
"K-4642 L?rdal";"15-74 years";"00-99 All industries";"Full-time";655;595
"K-4642 L?rdal";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4642 L?rdal";"15-74 years";"05-09 Mining and quarrying";"Full-time";5;0
"K-4642 L?rdal";"15-74 years";"41-43 Construction";"Part-time";28;26
"K-4642 L?rdal";"15-74 years";"41-43 Construction";"Full-time";126;106
"K-4642 L?rdal";"20-66 years";"00-99 All industries";"Part-time";293;306
"K-4642 L?rdal";"20-66 years";"00-99 All industries";"Full-time";612;560
"K-4642 L?rdal";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4642 L?rdal";"20-66 years";"05-09 Mining and quarrying";"Full-time";5;0
"K-4642 L?rdal";"20-66 years";"41-43 Construction";"Part-time";22;21
"K-4642 L?rdal";"20-66 years";"41-43 Construction";"Full-time";112;95
"K-4643 ?rdal";"15-74 years";"00-99 All industries";"Part-time";550;526
"K-4643 ?rdal";"15-74 years";"00-99 All industries";"Full-time";2000;2070
"K-4643 ?rdal";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4643 ?rdal";"15-74 years";"05-09 Mining and quarrying";"Full-time";24;0
"K-4643 ?rdal";"15-74 years";"41-43 Construction";"Part-time";14;10
"K-4643 ?rdal";"15-74 years";"41-43 Construction";"Full-time";120;108
"K-4643 ?rdal";"20-66 years";"00-99 All industries";"Part-time";461;452
"K-4643 ?rdal";"20-66 years";"00-99 All industries";"Full-time";1924;1977
"K-4643 ?rdal";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4643 ?rdal";"20-66 years";"05-09 Mining and quarrying";"Full-time";23;0
"K-4643 ?rdal";"20-66 years";"41-43 Construction";"Part-time";11;8
"K-4643 ?rdal";"20-66 years";"41-43 Construction";"Full-time";116;101
"K-4644 Luster";"15-74 years";"00-99 All industries";"Part-time";881;776
"K-4644 Luster";"15-74 years";"00-99 All industries";"Full-time";1557;1041
"K-4644 Luster";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4644 Luster";"15-74 years";"05-09 Mining and quarrying";"Full-time";29;0
"K-4644 Luster";"15-74 years";"41-43 Construction";"Part-time";42;25
"K-4644 Luster";"15-74 years";"41-43 Construction";"Full-time";267;146
"K-4644 Luster";"20-66 years";"00-99 All industries";"Part-time";756;656
"K-4644 Luster";"20-66 years";"00-99 All industries";"Full-time";1479;992
"K-4644 Luster";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4644 Luster";"20-66 years";"05-09 Mining and quarrying";"Full-time";28;3
"K-4644 Luster";"20-66 years";"41-43 Construction";"Part-time";35;20
"K-4644 Luster";"20-66 years";"41-43 Construction";"Full-time";240;135
"K-4645 Askvoll";"15-74 years";"00-99 All industries";"Part-time";477;392
"K-4645 Askvoll";"15-74 years";"00-99 All industries";"Full-time";804;552
"K-4645 Askvoll";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-4645 Askvoll";"15-74 years";"05-09 Mining and quarrying";"Full-time";58;0
"K-4645 Askvoll";"15-74 years";"41-43 Construction";"Part-time";11;13
"K-4645 Askvoll";"15-74 years";"41-43 Construction";"Full-time";89;72
"K-4645 Askvoll";"20-66 years";"00-99 All industries";"Part-time";398;329
"K-4645 Askvoll";"20-66 years";"00-99 All industries";"Full-time";740;501
"K-4645 Askvoll";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;3
"K-4645 Askvoll";"20-66 years";"05-09 Mining and quarrying";"Full-time";54;0
"K-4645 Askvoll";"20-66 years";"41-43 Construction";"Part-time";8;11
"K-4645 Askvoll";"20-66 years";"41-43 Construction";"Full-time";79;67
"K-4646 Fjaler";"15-74 years";"00-99 All industries";"Part-time";414;442
"K-4646 Fjaler";"15-74 years";"00-99 All industries";"Full-time";796;820
"K-4646 Fjaler";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-4646 Fjaler";"15-74 years";"05-09 Mining and quarrying";"Full-time";31;0
"K-4646 Fjaler";"15-74 years";"41-43 Construction";"Part-time";10;8
"K-4646 Fjaler";"15-74 years";"41-43 Construction";"Full-time";95;118
"K-4646 Fjaler";"20-66 years";"00-99 All industries";"Part-time";327;342
"K-4646 Fjaler";"20-66 years";"00-99 All industries";"Full-time";761;776
"K-4646 Fjaler";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4646 Fjaler";"20-66 years";"05-09 Mining and quarrying";"Full-time";31;0
"K-4646 Fjaler";"20-66 years";"41-43 Construction";"Part-time";7;3
"K-4646 Fjaler";"20-66 years";"41-43 Construction";"Full-time";90;111
"K-4647 Sunnfjord";"15-74 years";"00-99 All industries";"Part-time";3448;3534
"K-4647 Sunnfjord";"15-74 years";"00-99 All industries";"Full-time";7871;8021
"K-4647 Sunnfjord";"15-74 years";"05-09 Mining and quarrying";"Part-time";10;3
"K-4647 Sunnfjord";"15-74 years";"05-09 Mining and quarrying";"Full-time";181;30
"K-4647 Sunnfjord";"15-74 years";"41-43 Construction";"Part-time";122;112
"K-4647 Sunnfjord";"15-74 years";"41-43 Construction";"Full-time";1049;1095
"K-4647 Sunnfjord";"20-66 years";"00-99 All industries";"Part-time";2722;2779
"K-4647 Sunnfjord";"20-66 years";"00-99 All industries";"Full-time";7529;7649
"K-4647 Sunnfjord";"20-66 years";"05-09 Mining and quarrying";"Part-time";8;3
"K-4647 Sunnfjord";"20-66 years";"05-09 Mining and quarrying";"Full-time";179;25
"K-4647 Sunnfjord";"20-66 years";"41-43 Construction";"Part-time";99;87
"K-4647 Sunnfjord";"20-66 years";"41-43 Construction";"Full-time";959;1002
"K-4648 Bremanger";"15-74 years";"00-99 All industries";"Part-time";508;460
"K-4648 Bremanger";"15-74 years";"00-99 All industries";"Full-time";1062;945
"K-4648 Bremanger";"15-74 years";"05-09 Mining and quarrying";"Part-time";16;12
"K-4648 Bremanger";"15-74 years";"05-09 Mining and quarrying";"Full-time";94;24
"K-4648 Bremanger";"15-74 years";"41-43 Construction";"Part-time";10;9
"K-4648 Bremanger";"15-74 years";"41-43 Construction";"Full-time";76;65
"K-4648 Bremanger";"20-66 years";"00-99 All industries";"Part-time";423;380
"K-4648 Bremanger";"20-66 years";"00-99 All industries";"Full-time";1016;907
"K-4648 Bremanger";"20-66 years";"05-09 Mining and quarrying";"Part-time";15;12
"K-4648 Bremanger";"20-66 years";"05-09 Mining and quarrying";"Full-time";93;24
"K-4648 Bremanger";"20-66 years";"41-43 Construction";"Part-time";6;4
"K-4648 Bremanger";"20-66 years";"41-43 Construction";"Full-time";70;62
"K-4649 Stad";"15-74 years";"00-99 All industries";"Part-time";1378;1302
"K-4649 Stad";"15-74 years";"00-99 All industries";"Full-time";2871;2443
"K-4649 Stad";"15-74 years";"05-09 Mining and quarrying";"Part-time";10;5
"K-4649 Stad";"15-74 years";"05-09 Mining and quarrying";"Full-time";136;17
"K-4649 Stad";"15-74 years";"41-43 Construction";"Part-time";46;47
"K-4649 Stad";"15-74 years";"41-43 Construction";"Full-time";373;328
"K-4649 Stad";"20-66 years";"00-99 All industries";"Part-time";1137;1089
"K-4649 Stad";"20-66 years";"00-99 All industries";"Full-time";2698;2289
"K-4649 Stad";"20-66 years";"05-09 Mining and quarrying";"Part-time";9;4
"K-4649 Stad";"20-66 years";"05-09 Mining and quarrying";"Full-time";134;17
"K-4649 Stad";"20-66 years";"41-43 Construction";"Part-time";38;39
"K-4649 Stad";"20-66 years";"41-43 Construction";"Full-time";343;303
"K-4650 Gloppen";"15-74 years";"00-99 All industries";"Part-time";1003;916
"K-4650 Gloppen";"15-74 years";"00-99 All industries";"Full-time";1762;1629
"K-4650 Gloppen";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-4650 Gloppen";"15-74 years";"05-09 Mining and quarrying";"Full-time";50;14
"K-4650 Gloppen";"15-74 years";"41-43 Construction";"Part-time";41;35
"K-4650 Gloppen";"15-74 years";"41-43 Construction";"Full-time";219;175
"K-4650 Gloppen";"20-66 years";"00-99 All industries";"Part-time";789;712
"K-4650 Gloppen";"20-66 years";"00-99 All industries";"Full-time";1690;1565
"K-4650 Gloppen";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-4650 Gloppen";"20-66 years";"05-09 Mining and quarrying";"Full-time";50;14
"K-4650 Gloppen";"20-66 years";"41-43 Construction";"Part-time";30;25
"K-4650 Gloppen";"20-66 years";"41-43 Construction";"Full-time";206;164
"K-4651 Stryn";"15-74 years";"00-99 All industries";"Part-time";1192;1158
"K-4651 Stryn";"15-74 years";"00-99 All industries";"Full-time";2352;2351
"K-4651 Stryn";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4651 Stryn";"15-74 years";"05-09 Mining and quarrying";"Full-time";30;7
"K-4651 Stryn";"15-74 years";"41-43 Construction";"Part-time";37;37
"K-4651 Stryn";"15-74 years";"41-43 Construction";"Full-time";293;288
"K-4651 Stryn";"20-66 years";"00-99 All industries";"Part-time";954;901
"K-4651 Stryn";"20-66 years";"00-99 All industries";"Full-time";2231;2214
"K-4651 Stryn";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-4651 Stryn";"20-66 years";"05-09 Mining and quarrying";"Full-time";28;4
"K-4651 Stryn";"20-66 years";"41-43 Construction";"Part-time";25;26
"K-4651 Stryn";"20-66 years";"41-43 Construction";"Full-time";268;264
"K-1505 Kristiansund";"15-74 years";"00-99 All industries";"Part-time";3126;3115
"K-1505 Kristiansund";"15-74 years";"00-99 All industries";"Full-time";7843;7622
"K-1505 Kristiansund";"15-74 years";"05-09 Mining and quarrying";"Part-time";18;17
"K-1505 Kristiansund";"15-74 years";"05-09 Mining and quarrying";"Full-time";568;331
"K-1505 Kristiansund";"15-74 years";"41-43 Construction";"Part-time";78;83
"K-1505 Kristiansund";"15-74 years";"41-43 Construction";"Full-time";717;733
"K-1505 Kristiansund";"20-66 years";"00-99 All industries";"Part-time";2649;2643
"K-1505 Kristiansund";"20-66 years";"00-99 All industries";"Full-time";7545;7322
"K-1505 Kristiansund";"20-66 years";"05-09 Mining and quarrying";"Part-time";17;16
"K-1505 Kristiansund";"20-66 years";"05-09 Mining and quarrying";"Full-time";559;330
"K-1505 Kristiansund";"20-66 years";"41-43 Construction";"Part-time";66;69
"K-1505 Kristiansund";"20-66 years";"41-43 Construction";"Full-time";685;695
"K-1506 Molde";"15-74 years";"00-99 All industries";"Part-time";4535;5249
"K-1506 Molde";"15-74 years";"00-99 All industries";"Full-time";10870;12749
"K-1506 Molde";"15-74 years";"05-09 Mining and quarrying";"Part-time";23;23
"K-1506 Molde";"15-74 years";"05-09 Mining and quarrying";"Full-time";390;617
"K-1506 Molde";"15-74 years";"41-43 Construction";"Part-time";125;130
"K-1506 Molde";"15-74 years";"41-43 Construction";"Full-time";982;1107
"K-1506 Molde";"20-66 years";"00-99 All industries";"Part-time";3734;4290
"K-1506 Molde";"20-66 years";"00-99 All industries";"Full-time";10431;12267
"K-1506 Molde";"20-66 years";"05-09 Mining and quarrying";"Part-time";16;16
"K-1506 Molde";"20-66 years";"05-09 Mining and quarrying";"Full-time";386;615
"K-1506 Molde";"20-66 years";"41-43 Construction";"Part-time";95;97
"K-1506 Molde";"20-66 years";"41-43 Construction";"Full-time";908;1038
"K-1507 ?lesund";"15-74 years";"00-99 All industries";"Part-time";9520;10144
"K-1507 ?lesund";"15-74 years";"00-99 All industries";"Full-time";23438;25167
"K-1507 ?lesund";"15-74 years";"05-09 Mining and quarrying";"Part-time";12;3
"K-1507 ?lesund";"15-74 years";"05-09 Mining and quarrying";"Full-time";383;32
"K-1507 ?lesund";"15-74 years";"41-43 Construction";"Part-time";242;255
"K-1507 ?lesund";"15-74 years";"41-43 Construction";"Full-time";2166;2132
"K-1507 ?lesund";"20-66 years";"00-99 All industries";"Part-time";7996;8528
"K-1507 ?lesund";"20-66 years";"00-99 All industries";"Full-time";22507;24178
"K-1507 ?lesund";"20-66 years";"05-09 Mining and quarrying";"Part-time";12;0
"K-1507 ?lesund";"20-66 years";"05-09 Mining and quarrying";"Full-time";380;32
"K-1507 ?lesund";"20-66 years";"41-43 Construction";"Part-time";185;202
"K-1507 ?lesund";"20-66 years";"41-43 Construction";"Full-time";2042;2018
"K-1511 Vanylven";"15-74 years";"00-99 All industries";"Part-time";584;549
"K-1511 Vanylven";"15-74 years";"00-99 All industries";"Full-time";805;619
"K-1511 Vanylven";"15-74 years";"05-09 Mining and quarrying";"Part-time";9;9
"K-1511 Vanylven";"15-74 years";"05-09 Mining and quarrying";"Full-time";117;98
"K-1511 Vanylven";"15-74 years";"41-43 Construction";"Part-time";16;11
"K-1511 Vanylven";"15-74 years";"41-43 Construction";"Full-time";92;62
"K-1511 Vanylven";"20-66 years";"00-99 All industries";"Part-time";489;463
"K-1511 Vanylven";"20-66 years";"00-99 All industries";"Full-time";753;579
"K-1511 Vanylven";"20-66 years";"05-09 Mining and quarrying";"Part-time";9;9
"K-1511 Vanylven";"20-66 years";"05-09 Mining and quarrying";"Full-time";113;94
"K-1511 Vanylven";"20-66 years";"41-43 Construction";"Part-time";12;9
"K-1511 Vanylven";"20-66 years";"41-43 Construction";"Full-time";85;58
"K-1514 Sande";"15-74 years";"00-99 All industries";"Part-time";371;332
"K-1514 Sande";"15-74 years";"00-99 All industries";"Full-time";758;731
"K-1514 Sande";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1514 Sande";"15-74 years";"05-09 Mining and quarrying";"Full-time";29;9
"K-1514 Sande";"15-74 years";"41-43 Construction";"Part-time";16;19
"K-1514 Sande";"15-74 years";"41-43 Construction";"Full-time";76;70
"K-1514 Sande";"20-66 years";"00-99 All industries";"Part-time";306;270
"K-1514 Sande";"20-66 years";"00-99 All industries";"Full-time";730;709
"K-1514 Sande";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1514 Sande";"20-66 years";"05-09 Mining and quarrying";"Full-time";27;9
"K-1514 Sande";"20-66 years";"41-43 Construction";"Part-time";10;11
"K-1514 Sande";"20-66 years";"41-43 Construction";"Full-time";72;68
"K-1515 Her?y (M?re og Romsdal)";"15-74 years";"00-99 All industries";"Part-time";1375;1320
"K-1515 Her?y (M?re og Romsdal)";"15-74 years";"00-99 All industries";"Full-time";2602;2326
"K-1515 Her?y (M?re og Romsdal)";"15-74 years";"05-09 Mining and quarrying";"Part-time";4;0
"K-1515 Her?y (M?re og Romsdal)";"15-74 years";"05-09 Mining and quarrying";"Full-time";131;0
"K-1515 Her?y (M?re og Romsdal)";"15-74 years";"41-43 Construction";"Part-time";34;34
"K-1515 Her?y (M?re og Romsdal)";"15-74 years";"41-43 Construction";"Full-time";208;186
"K-1515 Her?y (M?re og Romsdal)";"20-66 years";"00-99 All industries";"Part-time";1145;1110
"K-1515 Her?y (M?re og Romsdal)";"20-66 years";"00-99 All industries";"Full-time";2485;2227
"K-1515 Her?y (M?re og Romsdal)";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-1515 Her?y (M?re og Romsdal)";"20-66 years";"05-09 Mining and quarrying";"Full-time";129;0
"K-1515 Her?y (M?re og Romsdal)";"20-66 years";"41-43 Construction";"Part-time";28;28
"K-1515 Her?y (M?re og Romsdal)";"20-66 years";"41-43 Construction";"Full-time";199;178
"K-1516 Ulstein";"15-74 years";"00-99 All industries";"Part-time";1208;1208
"K-1516 Ulstein";"15-74 years";"00-99 All industries";"Full-time";3014;3882
"K-1516 Ulstein";"15-74 years";"05-09 Mining and quarrying";"Part-time";4;18
"K-1516 Ulstein";"15-74 years";"05-09 Mining and quarrying";"Full-time";124;755
"K-1516 Ulstein";"15-74 years";"41-43 Construction";"Part-time";20;27
"K-1516 Ulstein";"15-74 years";"41-43 Construction";"Full-time";199;265
"K-1516 Ulstein";"20-66 years";"00-99 All industries";"Part-time";1010;991
"K-1516 Ulstein";"20-66 years";"00-99 All industries";"Full-time";2910;3713
"K-1516 Ulstein";"20-66 years";"05-09 Mining and quarrying";"Part-time";4;17
"K-1516 Ulstein";"20-66 years";"05-09 Mining and quarrying";"Full-time";123;727
"K-1516 Ulstein";"20-66 years";"41-43 Construction";"Part-time";17;23
"K-1516 Ulstein";"20-66 years";"41-43 Construction";"Full-time";185;246
"K-1517 Hareid";"15-74 years";"00-99 All industries";"Part-time";709;513
"K-1517 Hareid";"15-74 years";"00-99 All industries";"Full-time";1675;1183
"K-1517 Hareid";"15-74 years";"05-09 Mining and quarrying";"Part-time";6;0
"K-1517 Hareid";"15-74 years";"05-09 Mining and quarrying";"Full-time";102;0
"K-1517 Hareid";"15-74 years";"41-43 Construction";"Part-time";19;15
"K-1517 Hareid";"15-74 years";"41-43 Construction";"Full-time";155;101
"K-1517 Hareid";"20-66 years";"00-99 All industries";"Part-time";587;429
"K-1517 Hareid";"20-66 years";"00-99 All industries";"Full-time";1613;1149
"K-1517 Hareid";"20-66 years";"05-09 Mining and quarrying";"Part-time";6;0
"K-1517 Hareid";"20-66 years";"05-09 Mining and quarrying";"Full-time";100;0
"K-1517 Hareid";"20-66 years";"41-43 Construction";"Part-time";11;11
"K-1517 Hareid";"20-66 years";"41-43 Construction";"Full-time";152;99
"K-1520 ?rsta";"15-74 years";"00-99 All industries";"Part-time";1761;1389
"K-1520 ?rsta";"15-74 years";"00-99 All industries";"Full-time";3403;2771
"K-1520 ?rsta";"15-74 years";"05-09 Mining and quarrying";"Part-time";4;3
"K-1520 ?rsta";"15-74 years";"05-09 Mining and quarrying";"Full-time";113;5
"K-1520 ?rsta";"15-74 years";"41-43 Construction";"Part-time";42;39
"K-1520 ?rsta";"15-74 years";"41-43 Construction";"Full-time";395;342
"K-1520 ?rsta";"20-66 years";"00-99 All industries";"Part-time";1474;1138
"K-1520 ?rsta";"20-66 years";"00-99 All industries";"Full-time";3271;2660
"K-1520 ?rsta";"20-66 years";"05-09 Mining and quarrying";"Part-time";4;3
"K-1520 ?rsta";"20-66 years";"05-09 Mining and quarrying";"Full-time";112;5
"K-1520 ?rsta";"20-66 years";"41-43 Construction";"Part-time";29;28
"K-1520 ?rsta";"20-66 years";"41-43 Construction";"Full-time";374;323
"K-1525 Stranda";"15-74 years";"00-99 All industries";"Part-time";615;596
"K-1525 Stranda";"15-74 years";"00-99 All industries";"Full-time";1652;1810
"K-1525 Stranda";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1525 Stranda";"15-74 years";"05-09 Mining and quarrying";"Full-time";12;0
"K-1525 Stranda";"15-74 years";"41-43 Construction";"Part-time";20;29
"K-1525 Stranda";"15-74 years";"41-43 Construction";"Full-time";169;277
"K-1525 Stranda";"20-66 years";"00-99 All industries";"Part-time";487;466
"K-1525 Stranda";"20-66 years";"00-99 All industries";"Full-time";1576;1714
"K-1525 Stranda";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1525 Stranda";"20-66 years";"05-09 Mining and quarrying";"Full-time";12;0
"K-1525 Stranda";"20-66 years";"41-43 Construction";"Part-time";15;24
"K-1525 Stranda";"20-66 years";"41-43 Construction";"Full-time";156;257
"K-1528 Sykkylven";"15-74 years";"00-99 All industries";"Part-time";1197;1057
"K-1528 Sykkylven";"15-74 years";"00-99 All industries";"Full-time";2579;2388
"K-1528 Sykkylven";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1528 Sykkylven";"15-74 years";"05-09 Mining and quarrying";"Full-time";50;3
"K-1528 Sykkylven";"15-74 years";"41-43 Construction";"Part-time";45;39
