"region";"sex";"age";"Persons 2020"
"K-1560 Tingvoll";"Females";"0-17 years";287
"K-1560 Tingvoll";"Females";"18-49 years";494
"K-1560 Tingvoll";"Females";"50-66 years";357
"K-1560 Tingvoll";"Females";"67-79 years";239
"K-1560 Tingvoll";"Females";"80-89 years";77
"K-1560 Tingvoll";"Females";"90 years or older";32
"K-1563 Sunndal";"Males";"0-17 years";658
"K-1563 Sunndal";"Males";"18-49 years";1341
"K-1563 Sunndal";"Males";"50-66 years";930
"K-1563 Sunndal";"Males";"67-79 years";464
"K-1563 Sunndal";"Males";"80-89 years";104
"K-1563 Sunndal";"Males";"90 years or older";34
"K-1563 Sunndal";"Females";"0-17 years";679
"K-1563 Sunndal";"Females";"18-49 years";1216
"K-1563 Sunndal";"Females";"50-66 years";881
"K-1563 Sunndal";"Females";"67-79 years";448
"K-1563 Sunndal";"Females";"80-89 years";216
"K-1563 Sunndal";"Females";"90 years or older";65
"K-1566 Surnadal";"Males";"0-17 years";560
"K-1566 Surnadal";"Males";"18-49 years";1145
"K-1566 Surnadal";"Males";"50-66 years";728
"K-1566 Surnadal";"Males";"67-79 years";451
"K-1566 Surnadal";"Males";"80-89 years";128
"K-1566 Surnadal";"Males";"90 years or older";18
"K-1566 Surnadal";"Females";"0-17 years";540
"K-1566 Surnadal";"Females";"18-49 years";1057
"K-1566 Surnadal";"Females";"50-66 years";664
"K-1566 Surnadal";"Females";"67-79 years";434
"K-1566 Surnadal";"Females";"80-89 years";154
"K-1566 Surnadal";"Females";"90 years or older";41
"K-1573 Sm?la";"Males";"0-17 years";177
"K-1573 Sm?la";"Males";"18-49 years";399
"K-1573 Sm?la";"Males";"50-66 years";284
"K-1573 Sm?la";"Males";"67-79 years";172
"K-1573 Sm?la";"Males";"80-89 years";53
"K-1573 Sm?la";"Males";"90 years or older";9
"K-1573 Sm?la";"Females";"0-17 years";200
"K-1573 Sm?la";"Females";"18-49 years";371
"K-1573 Sm?la";"Females";"50-66 years";250
"K-1573 Sm?la";"Females";"67-79 years";155
"K-1573 Sm?la";"Females";"80-89 years";55
"K-1573 Sm?la";"Females";"90 years or older";25
"K-1576 Aure";"Males";"0-17 years";325
"K-1576 Aure";"Males";"18-49 years";650
"K-1576 Aure";"Males";"50-66 years";456
"K-1576 Aure";"Males";"67-79 years";286
"K-1576 Aure";"Males";"80-89 years";73
"K-1576 Aure";"Males";"90 years or older";13
"K-1576 Aure";"Females";"0-17 years";319
"K-1576 Aure";"Females";"18-49 years";598
"K-1576 Aure";"Females";"50-66 years";387
"K-1576 Aure";"Females";"67-79 years";265
"K-1576 Aure";"Females";"80-89 years";96
"K-1576 Aure";"Females";"90 years or older";39
"K-1577 Volda";"Males";"0-17 years";1101
"K-1577 Volda";"Males";"18-49 years";2219
"K-1577 Volda";"Males";"50-66 years";1080
"K-1577 Volda";"Males";"67-79 years";627
"K-1577 Volda";"Males";"80-89 years";189
"K-1577 Volda";"Males";"90 years or older";43
"K-1577 Volda";"Females";"0-17 years";1080
"K-1577 Volda";"Females";"18-49 years";2126
"K-1577 Volda";"Females";"50-66 years";1030
"K-1577 Volda";"Females";"67-79 years";627
"K-1577 Volda";"Females";"80-89 years";260
"K-1577 Volda";"Females";"90 years or older";91
"K-1578 Fjord";"Males";"0-17 years";247
"K-1578 Fjord";"Males";"18-49 years";423
"K-1578 Fjord";"Males";"50-66 years";317
"K-1578 Fjord";"Males";"67-79 years";186
"K-1578 Fjord";"Males";"80-89 years";69
"K-1578 Fjord";"Males";"90 years or older";12
"K-1578 Fjord";"Females";"0-17 years";251
"K-1578 Fjord";"Females";"18-49 years";438
"K-1578 Fjord";"Females";"50-66 years";309
"K-1578 Fjord";"Females";"67-79 years";184
"K-1578 Fjord";"Females";"80-89 years";83
"K-1578 Fjord";"Females";"90 years or older";30
"K-1579 Hustadvika";"Males";"0-17 years";1510
"K-1579 Hustadvika";"Males";"18-49 years";2680
"K-1579 Hustadvika";"Males";"50-66 years";1495
"K-1579 Hustadvika";"Males";"67-79 years";834
"K-1579 Hustadvika";"Males";"80-89 years";206
"K-1579 Hustadvika";"Males";"90 years or older";23
"K-1579 Hustadvika";"Females";"0-17 years";1489
"K-1579 Hustadvika";"Females";"18-49 years";2493
"K-1579 Hustadvika";"Females";"50-66 years";1372
"K-1579 Hustadvika";"Females";"67-79 years";825
"K-1579 Hustadvika";"Females";"80-89 years";257
"K-1579 Hustadvika";"Females";"90 years or older";95
"K-5001 Trondheim";"Males";"0-17 years";20953
"K-5001 Trondheim";"Males";"18-49 years";52427
"K-5001 Trondheim";"Males";"50-66 years";19128
"K-5001 Trondheim";"Males";"67-79 years";9244
"K-5001 Trondheim";"Males";"80-89 years";2198
"K-5001 Trondheim";"Males";"90 years or older";411
"K-5001 Trondheim";"Females";"0-17 years";19827
"K-5001 Trondheim";"Females";"18-49 years";47331
"K-5001 Trondheim";"Females";"50-66 years";19222
"K-5001 Trondheim";"Females";"67-79 years";10113
"K-5001 Trondheim";"Females";"80-89 years";3321
"K-5001 Trondheim";"Females";"90 years or older";988
"K-5006 teinkj";"Males";"0-17 years";2599
"K-5006 teinkj";"Males";"18-49 years";4736
"K-5006 teinkj";"Males";"50-66 years";2847
"K-5006 teinkj";"Males";"67-79 years";1617
"K-5006 teinkj";"Males";"80-89 years";464
"K-5006 teinkj";"Males";"90 years or older";95
"K-5006 teinkj";"Females";"0-17 years";2331
"K-5006 teinkj";"Females";"18-49 years";4429
"K-5006 teinkj";"Females";"50-66 years";2717
"K-5006 teinkj";"Females";"67-79 years";1680
"K-5006 teinkj";"Females";"80-89 years";655
"K-5006 teinkj";"Females";"90 years or older";187
"K-5007 Namsos";"Males";"0-17 years";1665
"K-5007 Namsos";"Males";"18-49 years";2924
"K-5007 Namsos";"Males";"50-66 years";1676
"K-5007 Namsos";"Males";"67-79 years";1007
"K-5007 Namsos";"Males";"80-89 years";266
"K-5007 Namsos";"Males";"90 years or older";43
"K-5007 Namsos";"Females";"0-17 years";1514
"K-5007 Namsos";"Females";"18-49 years";2965
"K-5007 Namsos";"Females";"50-66 years";1685
"K-5007 Namsos";"Females";"67-79 years";1003
"K-5007 Namsos";"Females";"80-89 years";360
"K-5007 Namsos";"Females";"90 years or older";122
"K-5014 Fr?ya";"Males";"0-17 years";497
"K-5014 Fr?ya";"Males";"18-49 years";1244
"K-5014 Fr?ya";"Males";"50-66 years";593
"K-5014 Fr?ya";"Males";"67-79 years";278
"K-5014 Fr?ya";"Males";"80-89 years";79
"K-5014 Fr?ya";"Males";"90 years or older";13
"K-5014 Fr?ya";"Females";"0-17 years";509
"K-5014 Fr?ya";"Females";"18-49 years";1085
"K-5014 Fr?ya";"Females";"50-66 years";472
"K-5014 Fr?ya";"Females";"67-79 years";243
"K-5014 Fr?ya";"Females";"80-89 years";103
"K-5014 Fr?ya";"Females";"90 years or older";35
"K-5020 Osen";"Males";"0-17 years";87
"K-5020 Osen";"Males";"18-49 years";160
"K-5020 Osen";"Males";"50-66 years";124
"K-5020 Osen";"Males";"67-79 years";103
"K-5020 Osen";"Males";"80-89 years";29
"K-5020 Osen";"Males";"90 years or older";6
"K-5020 Osen";"Females";"0-17 years";68
"K-5020 Osen";"Females";"18-49 years";148
"K-5020 Osen";"Females";"50-66 years";112
"K-5020 Osen";"Females";"67-79 years";74
"K-5020 Osen";"Females";"80-89 years";28
"K-5020 Osen";"Females";"90 years or older";9
"K-5021 Oppdal";"Males";"0-17 years";733
"K-5021 Oppdal";"Males";"18-49 years";1348
"K-5021 Oppdal";"Males";"50-66 years";831
"K-5021 Oppdal";"Males";"67-79 years";463
"K-5021 Oppdal";"Males";"80-89 years";127
"K-5021 Oppdal";"Males";"90 years or older";16
"K-5021 Oppdal";"Females";"0-17 years";704
"K-5021 Oppdal";"Females";"18-49 years";1255
"K-5021 Oppdal";"Females";"50-66 years";761
"K-5021 Oppdal";"Females";"67-79 years";535
"K-5021 Oppdal";"Females";"80-89 years";176
"K-5021 Oppdal";"Females";"90 years or older";52
"K-5022 Rennebu";"Males";"0-17 years";251
"K-5022 Rennebu";"Males";"18-49 years";433
"K-5022 Rennebu";"Males";"50-66 years";303
"K-5022 Rennebu";"Males";"67-79 years";200
"K-5022 Rennebu";"Males";"80-89 years";64
"K-5022 Rennebu";"Males";"90 years or older";11
"K-5022 Rennebu";"Females";"0-17 years";231
"K-5022 Rennebu";"Females";"18-49 years";399
"K-5022 Rennebu";"Females";"50-66 years";296
"K-5022 Rennebu";"Females";"67-79 years";218
"K-5022 Rennebu";"Females";"80-89 years";60
"K-5022 Rennebu";"Females";"90 years or older";20
"K-5025 R?ros";"Males";"0-17 years";493
"K-5025 R?ros";"Males";"18-49 years";1003
"K-5025 R?ros";"Males";"50-66 years";656
"K-5025 R?ros";"Males";"67-79 years";458
"K-5025 R?ros";"Males";"80-89 years";120
"K-5025 R?ros";"Males";"90 years or older";12
"K-5025 R?ros";"Females";"0-17 years";474
"K-5025 R?ros";"Females";"18-49 years";1016
"K-5025 R?ros";"Females";"50-66 years";708
"K-5025 R?ros";"Females";"67-79 years";454
"K-5025 R?ros";"Females";"80-89 years";141
"K-5025 R?ros";"Females";"90 years or older";46
"K-5026 Holt?len";"Males";"0-17 years";147
"K-5026 Holt?len";"Males";"18-49 years";357
"K-5026 Holt?len";"Males";"50-66 years";258
"K-5026 Holt?len";"Males";"67-79 years";174
"K-5026 Holt?len";"Males";"80-89 years";52
"K-5026 Holt?len";"Males";"90 years or older";6
"K-5026 Holt?len";"Females";"0-17 years";200
"K-5026 Holt?len";"Females";"18-49 years";318
"K-5026 Holt?len";"Females";"50-66 years";233
"K-5026 Holt?len";"Females";"67-79 years";164
"K-5026 Holt?len";"Females";"80-89 years";58
"K-5026 Holt?len";"Females";"90 years or older";14
"K-5027 Midtre Gauldal";"Males";"0-17 years";616
"K-5027 Midtre Gauldal";"Males";"18-49 years";1293
"K-5027 Midtre Gauldal";"Males";"50-66 years";715
"K-5027 Midtre Gauldal";"Males";"67-79 years";398
"K-5027 Midtre Gauldal";"Males";"80-89 years";112
"K-5027 Midtre Gauldal";"Males";"90 years or older";22
"K-5027 Midtre Gauldal";"Females";"0-17 years";623
"K-5027 Midtre Gauldal";"Females";"18-49 years";1181
"K-5027 Midtre Gauldal";"Females";"50-66 years";674
"K-5027 Midtre Gauldal";"Females";"67-79 years";387
"K-5027 Midtre Gauldal";"Females";"80-89 years";166
"K-5027 Midtre Gauldal";"Females";"90 years or older";51
"K-5028 Melhus";"Males";"0-17 years";2007
"K-5028 Melhus";"Males";"18-49 years";3544
"K-5028 Melhus";"Males";"50-66 years";1755
"K-5028 Melhus";"Males";"67-79 years";920
"K-5028 Melhus";"Males";"80-89 years";238
"K-5028 Melhus";"Males";"90 years or older";34
"K-5028 Melhus";"Females";"0-17 years";1842
"K-5028 Melhus";"Females";"18-49 years";3399
"K-5028 Melhus";"Females";"50-66 years";1623
"K-5028 Melhus";"Females";"67-79 years";938
"K-5028 Melhus";"Females";"80-89 years";339
"K-5028 Melhus";"Females";"90 years or older";94
"K-5029 Skaun";"Males";"0-17 years";1122
"K-5029 Skaun";"Males";"18-49 years";1766
"K-5029 Skaun";"Males";"50-66 years";834
"K-5029 Skaun";"Males";"67-79 years";408
"K-5029 Skaun";"Males";"80-89 years";108
"K-5029 Skaun";"Males";"90 years or older";17
"K-5029 Skaun";"Females";"0-17 years";1065
"K-5029 Skaun";"Females";"18-49 years";1698
"K-5029 Skaun";"Females";"50-66 years";773
"K-5029 Skaun";"Females";"67-79 years";372
"K-5029 Skaun";"Females";"80-89 years";121
"K-5029 Skaun";"Females";"90 years or older";41
"K-5031 Malvik";"Males";"0-17 years";1810
"K-5031 Malvik";"Males";"18-49 years";3045
"K-5031 Malvik";"Males";"50-66 years";1510
"K-5031 Malvik";"Males";"67-79 years";649
"K-5031 Malvik";"Males";"80-89 years";176
"K-5031 Malvik";"Males";"90 years or older";22
"K-5031 Malvik";"Females";"0-17 years";1636
"K-5031 Malvik";"Females";"18-49 years";2941
"K-5031 Malvik";"Females";"50-66 years";1434
"K-5031 Malvik";"Females";"67-79 years";662
"K-5031 Malvik";"Females";"80-89 years";206
"K-5031 Malvik";"Females";"90 years or older";57
"K-5032 Selbu";"Males";"0-17 years";394
"K-5032 Selbu";"Males";"18-49 years";788
"K-5032 Selbu";"Males";"50-66 years";491
"K-5032 Selbu";"Males";"67-79 years";280
"K-5032 Selbu";"Males";"80-89 years";99
"K-5032 Selbu";"Males";"90 years or older";20
"K-5032 Selbu";"Females";"0-17 years";409
"K-5032 Selbu";"Females";"18-49 years";696
"K-5032 Selbu";"Females";"50-66 years";454
"K-5032 Selbu";"Females";"67-79 years";275
"K-5032 Selbu";"Females";"80-89 years";116
"K-5032 Selbu";"Females";"90 years or older";40
"K-5033 Tydal";"Males";"0-17 years";68
"K-5033 Tydal";"Males";"18-49 years";128
"K-5033 Tydal";"Males";"50-66 years";106
"K-5033 Tydal";"Males";"67-79 years";56
"K-5033 Tydal";"Males";"80-89 years";27
"K-5033 Tydal";"Males";"90 years or older";0
"K-5033 Tydal";"Females";"0-17 years";56
"K-5033 Tydal";"Females";"18-49 years";114
"K-5033 Tydal";"Females";"50-66 years";110
"K-5033 Tydal";"Females";"67-79 years";56
"K-5033 Tydal";"Females";"80-89 years";41
"K-5033 Tydal";"Females";"90 years or older";7
"K-5034 Mer?ker";"Males";"0-17 years";245
"K-5034 Mer?ker";"Males";"18-49 years";435
"K-5034 Mer?ker";"Males";"50-66 years";297
"K-5034 Mer?ker";"Males";"67-79 years";199
"K-5034 Mer?ker";"Males";"80-89 years";40
"K-5034 Mer?ker";"Males";"90 years or older";16
"K-5034 Mer?ker";"Females";"0-17 years";199
"K-5034 Mer?ker";"Females";"18-49 years";425
"K-5034 Mer?ker";"Females";"50-66 years";303
"K-5034 Mer?ker";"Females";"67-79 years";166
"K-5034 Mer?ker";"Females";"80-89 years";67
"K-5034 Mer?ker";"Females";"90 years or older";30
"K-5035 Stj?rdal";"Males";"0-17 years";2755
"K-5035 Stj?rdal";"Males";"18-49 years";5008
"K-5035 Stj?rdal";"Males";"50-66 years";2602
"K-5035 Stj?rdal";"Males";"67-79 years";1442
"K-5035 Stj?rdal";"Males";"80-89 years";353
"K-5035 Stj?rdal";"Males";"90 years or older";51
"K-5035 Stj?rdal";"Females";"0-17 years";2610
"K-5035 Stj?rdal";"Females";"18-49 years";4715
"K-5035 Stj?rdal";"Females";"50-66 years";2515
"K-5035 Stj?rdal";"Females";"67-79 years";1475
"K-5035 Stj?rdal";"Females";"80-89 years";486
"K-5035 Stj?rdal";"Females";"90 years or older";133
"K-5036 Frosta";"Males";"0-17 years";259
"K-5036 Frosta";"Males";"18-49 years";495
"K-5036 Frosta";"Males";"50-66 years";297
"K-5036 Frosta";"Males";"67-79 years";182
"K-5036 Frosta";"Males";"80-89 years";63
"K-5036 Frosta";"Males";"90 years or older";9
"K-5036 Frosta";"Females";"0-17 years";263
"K-5036 Frosta";"Females";"18-49 years";487
"K-5036 Frosta";"Females";"50-66 years";297
"K-5036 Frosta";"Females";"67-79 years";177
"K-5036 Frosta";"Females";"80-89 years";78
"K-5036 Frosta";"Females";"90 years or older";20
"K-5037 Levanger";"Males";"0-17 years";2218
"K-5037 Levanger";"Males";"18-49 years";4032
"K-5037 Levanger";"Males";"50-66 years";2231
"K-5037 Levanger";"Males";"67-79 years";1178
"K-5037 Levanger";"Males";"80-89 years";329
"K-5037 Levanger";"Males";"90 years or older";52
"K-5037 Levanger";"Females";"0-17 years";2214
"K-5037 Levanger";"Females";"18-49 years";3929
"K-5037 Levanger";"Females";"50-66 years";2186
"K-5037 Levanger";"Females";"67-79 years";1264
"K-5037 Levanger";"Females";"80-89 years";435
"K-5037 Levanger";"Females";"90 years or older";96
"K-5038 Verdal";"Males";"0-17 years";1601
"K-5038 Verdal";"Males";"18-49 years";3059
"K-5038 Verdal";"Males";"50-66 years";1652
"K-5038 Verdal";"Males";"67-79 years";1002
"K-5038 Verdal";"Males";"80-89 years";224
"K-5038 Verdal";"Males";"90 years or older";41
"K-5038 Verdal";"Females";"0-17 years";1488
"K-5038 Verdal";"Females";"18-49 years";2854
"K-5038 Verdal";"Females";"50-66 years";1597
"K-5038 Verdal";"Females";"67-79 years";1051
"K-5038 Verdal";"Females";"80-89 years";293
"K-5038 Verdal";"Females";"90 years or older";86
"K-5041 Sn?ase - Sn?sa";"Males";"0-17 years";217
"K-5041 Sn?ase - Sn?sa";"Males";"18-49 years";349
"K-5041 Sn?ase - Sn?sa";"Males";"50-66 years";249
"K-5041 Sn?ase - Sn?sa";"Males";"67-79 years";169
"K-5041 Sn?ase - Sn?sa";"Males";"80-89 years";50
"K-5041 Sn?ase - Sn?sa";"Males";"90 years or older";5
"K-5041 Sn?ase - Sn?sa";"Females";"0-17 years";199
"K-5041 Sn?ase - Sn?sa";"Females";"18-49 years";341
"K-5041 Sn?ase - Sn?sa";"Females";"50-66 years";250
"K-5041 Sn?ase - Sn?sa";"Females";"67-79 years";146
"K-5041 Sn?ase - Sn?sa";"Females";"80-89 years";70
"K-5041 Sn?ase - Sn?sa";"Females";"90 years or older";18
"K-5042 Lierne";"Males";"0-17 years";132
"K-5042 Lierne";"Males";"18-49 years";244
"K-5042 Lierne";"Males";"50-66 years";173
"K-5042 Lierne";"Males";"67-79 years";118
"K-5042 Lierne";"Males";"80-89 years";26
"K-5042 Lierne";"Males";"90 years or older";4
"K-5042 Lierne";"Females";"0-17 years";114
"K-5042 Lierne";"Females";"18-49 years";222
"K-5042 Lierne";"Females";"50-66 years";151
"K-5042 Lierne";"Females";"67-79 years";107
"K-5042 Lierne";"Females";"80-89 years";52
"K-5042 Lierne";"Females";"90 years or older";12
"K-5043 Raarvihke - R?yrvik";"Males";"0-17 years";45
"K-5043 Raarvihke - R?yrvik";"Males";"18-49 years";65
"K-5043 Raarvihke - R?yrvik";"Males";"50-66 years";60
"K-5043 Raarvihke - R?yrvik";"Males";"67-79 years";46
"K-5043 Raarvihke - R?yrvik";"Males";"80-89 years";6
"K-5043 Raarvihke - R?yrvik";"Males";"90 years or older";4
"K-5043 Raarvihke - R?yrvik";"Females";"0-17 years";51
"K-5043 Raarvihke - R?yrvik";"Females";"18-49 years";72
"K-5043 Raarvihke - R?yrvik";"Females";"50-66 years";50
"K-5043 Raarvihke - R?yrvik";"Females";"67-79 years";40
"K-5043 Raarvihke - R?yrvik";"Females";"80-89 years";14
"K-5043 Raarvihke - R?yrvik";"Females";"90 years or older";8
"K-5044 Namsskogan";"Males";"0-17 years";76
"K-5044 Namsskogan";"Males";"18-49 years";138
"K-5044 Namsskogan";"Males";"50-66 years";115
"K-5044 Namsskogan";"Males";"67-79 years";67
"K-5044 Namsskogan";"Males";"80-89 years";30
"K-5044 Namsskogan";"Males";"90 years or older";2
"K-5044 Namsskogan";"Females";"0-17 years";69
"K-5044 Namsskogan";"Females";"18-49 years";131
"K-5044 Namsskogan";"Females";"50-66 years";99
"K-5044 Namsskogan";"Females";"67-79 years";70
"K-5044 Namsskogan";"Females";"80-89 years";37
"K-5044 Namsskogan";"Females";"90 years or older";9
"K-5045 Grong";"Males";"0-17 years";221
"K-5045 Grong";"Males";"18-49 years";439
"K-5045 Grong";"Males";"50-66 years";294
"K-5045 Grong";"Males";"67-79 years";164
"K-5045 Grong";"Males";"80-89 years";64
"K-5045 Grong";"Males";"90 years or older";17
"K-5045 Grong";"Females";"0-17 years";242
"K-5045 Grong";"Females";"18-49 years";387
"K-5045 Grong";"Females";"50-66 years";271
"K-5045 Grong";"Females";"67-79 years";158
"K-5045 Grong";"Females";"80-89 years";82
"K-5045 Grong";"Females";"90 years or older";20
"K-5046 H?ylandet";"Males";"0-17 years";137
"K-5046 H?ylandet";"Males";"18-49 years";223
"K-5046 H?ylandet";"Males";"50-66 years";128
"K-5046 H?ylandet";"Males";"67-79 years";105
"K-5046 H?ylandet";"Males";"80-89 years";36
"K-5046 H?ylandet";"Males";"90 years or older";5
"K-5046 H?ylandet";"Females";"0-17 years";140
"K-5046 H?ylandet";"Females";"18-49 years";196
"K-5046 H?ylandet";"Females";"50-66 years";120
"K-5046 H?ylandet";"Females";"67-79 years";94
"K-5046 H?ylandet";"Females";"80-89 years";42
"K-5046 H?ylandet";"Females";"90 years or older";5
"K-5047 Overhalla";"Males";"0-17 years";482
"K-5047 Overhalla";"Males";"18-49 years";792
"K-5047 Overhalla";"Males";"50-66 years";430
"K-5047 Overhalla";"Males";"67-79 years";214
"K-5047 Overhalla";"Males";"80-89 years";72
"K-5047 Overhalla";"Males";"90 years or older";14
"K-5047 Overhalla";"Females";"0-17 years";445
"K-5047 Overhalla";"Females";"18-49 years";710
"K-5047 Overhalla";"Females";"50-66 years";389
"K-5047 Overhalla";"Females";"67-79 years";230
"K-5047 Overhalla";"Females";"80-89 years";91
"K-5047 Overhalla";"Females";"90 years or older";15
"K-5049 Flatanger";"Males";"0-17 years";97
"K-5049 Flatanger";"Males";"18-49 years";196
"K-5049 Flatanger";"Males";"50-66 years";168
"K-5049 Flatanger";"Males";"67-79 years";96
"K-5049 Flatanger";"Males";"80-89 years";26
"K-5049 Flatanger";"Males";"90 years or older";4
"K-5049 Flatanger";"Females";"0-17 years";77
"K-5049 Flatanger";"Females";"18-49 years";182
"K-5049 Flatanger";"Females";"50-66 years";144
"K-5049 Flatanger";"Females";"67-79 years";82
"K-5049 Flatanger";"Females";"80-89 years";25
"K-5049 Flatanger";"Females";"90 years or older";6
"K-5052 Leka";"Males";"0-17 years";37
"K-5052 Leka";"Males";"18-49 years";86
"K-5052 Leka";"Males";"50-66 years";76
"K-5052 Leka";"Males";"67-79 years";54
"K-5052 Leka";"Males";"80-89 years";18
"K-5052 Leka";"Males";"90 years or older";3
"K-5052 Leka";"Females";"0-17 years";54
"K-5052 Leka";"Females";"18-49 years";80
"K-5052 Leka";"Females";"50-66 years";71
"K-5052 Leka";"Females";"67-79 years";52
"K-5052 Leka";"Females";"80-89 years";18
"K-5052 Leka";"Females";"90 years or older";8
"K-5053 Inder?y";"Males";"0-17 years";744
"K-5053 Inder?y";"Males";"18-49 years";1286
"K-5053 Inder?y";"Males";"50-66 years";763
"K-5053 Inder?y";"Males";"67-79 years";487
"K-5053 Inder?y";"Males";"80-89 years";121
"K-5053 Inder?y";"Males";"90 years or older";20
"K-5053 Inder?y";"Females";"0-17 years";752
"K-5053 Inder?y";"Females";"18-49 years";1200
"K-5053 Inder?y";"Females";"50-66 years";773
