kommune_no,kommune_name,population,date,median_age,unemp_tot,unemp_immg,workers_ft_work,workers_pt_work,construction_ft_work,construction_pt_work,immigrants_total,marketplace,entertainment,sport,clinic,hairdresser,shops,place_of_worship,retail,nursing_home,restaurant,aerodrome,office,platform,kindergarten,schools,bakeries,residential,higher_education,idarea_1,idarea_2,area,pop_dens,urb_dens,sex
0301,Oslo,693494,2021-05-13,35,4.1,7.6,365503,86545,25724,1910,25.59,2,46,110,396,97,454,122,176,12,502,0,262,2122,326,243,53,47561,20,1,1,482.70403640676363,1436.6857280961465,98.53035486100936,0.4991881688954771
1101,Eigersund,14811,2021-05-13,40,2,6.7,3904,1679,570,47,11.01,0,0,0,10,0,12,8,0,0,3,0,0,25,14,11,0,593,0,2,2,1065.1525857821166,13.905050034802882,0.5567277476630956,0.5080008102086288
1103,Stavanger,143574,2021-05-13,37,3.1,6,62192,17479,3083,305,18.86,0,9,41,80,34,106,59,43,4,78,0,14,126,81,85,20,6879,4,3,3,781.5029866282069,183.71522880475445,8.802269623663797,0.5017273322467857
1106,Haugesund,37357,2021-05-13,40,2.5,5.5,14054,5291,844,90,15.21,0,4,8,23,0,28,7,13,0,13,0,3,16,27,22,0,224,3,4,4,366.3551611952014,101.96935639756263,0.6114285363667862,0.5119790133040661
1108,Sandnes,79537,2021-05-13,36,2.9,6.3,24779,8367,2717,305,18.16,0,6,20,43,7,48,26,21,0,29,0,2,93,45,44,4,4014,1,5,5,1133.8094373738288,70.1502363432664,3.5402774643483075,0.5092598413317072
1111,Sokndal,3280,2021-05-13,42,1.3,4.4,618,355,101,20,6.83,0,2,3,3,4,3,7,2,0,2,0,2,0,2,1,0,77,0,6,6,869.2007701416933,3.7735815621347286,0.0885871281354799,0.5039634146341463
1112,Lund,3202,2021-05-13,40,1.2,3.3,823,360,52,9,8.84,0,1,1,3,0,4,4,2,0,0,0,0,8,0,5,0,200,0,7,7,402.2905416874495,7.959421532927118,0.4971531251047544,0.5028107432854466
1114,Bjerkreim,2787,2021-05-13,37,1.3,5,517,281,111,20,9.15,0,0,1,1,0,3,2,0,0,0,0,0,0,1,2,0,13,0,8,8,640.1033343412893,4.3539845060610665,0.02030922087506059,0.5159669895945461
1119,Hå,18991,2021-05-13,35,2,5.7,4621,2072,1048,88,12.71,0,0,3,8,0,11,10,0,0,0,0,1,32,4,12,0,361,0,9,9,1059.3435059955782,17.92714062295792,0.3407770925642573,0.513927649939445
1120,Klepp,19588,2021-05-13,36,2.3,6.1,5487,1771,761,65,12.51,0,0,4,6,0,14,4,2,0,3,0,0,18,5,13,0,205,0,10,10,543.4368061409568,36.04466936845507,0.37722877376624914,0.513783949356749
1121,Time,18916,2021-05-13,36,2.1,4.7,4302,2047,700,81,10.24,0,1,5,9,0,11,11,1,2,5,0,0,17,8,14,0,195,0,11,11,186.206782239305,101.58598828956706,1.0472228651123692,0.510414463945866
1122,Gjesdal,12002,2021-05-13,35,2.5,6,2258,1108,230,20,12.73,0,2,4,7,5,8,7,10,2,7,0,0,0,10,7,0,493,0,12,12,633.6189562235121,18.94198379343663,0.7780701558210514,0.5074987502082986
1124,Sola,27153,2021-05-13,36,3.3,6.7,21399,3595,1443,150,16.83,0,0,5,14,1,15,12,5,0,2,1,1,12,10,12,0,580,0,13,13,561.2587354995823,48.37875703766255,1.0333914883012663,0.5141973262622914
1127,Randaberg,11221,2021-05-13,37,2.3,7.2,2161,898,222,28,11.31,0,0,3,7,1,5,6,3,3,0,0,5,7,5,5,2,869,0,14,14,89.44489426906776,125.4515430052948,9.715479090241617,0.5050352018536672
1130,Strand,12968,2021-05-13,37,1.9,4.6,2378,1310,323,36,9.9,0,2,6,4,2,9,5,5,0,6,0,0,17,4,9,1,228,1,15,15,395.04861575221656,32.82633955141821,0.5771441562093885,0.5087908698334361
1133,Hjelmeland,2574,2021-05-13,41,1.6,4.9,670,299,54,9,14.61,0,0,0,2,0,6,5,0,0,0,0,0,6,1,4,0,17,0,16,16,1152.5754917775814,2.2332593555587406,0.014749576163363866,0.5132090132090132
1134,Suldal,3804,2021-05-13,42.5,1.2,3.7,1118,604,125,23,10.15,0,1,3,3,2,9,7,1,2,1,0,0,0,0,8,1,179,0,17,17,1920.7074687213858,1.9805202311897716,0.09319482686197926,0.5018401682439537
1135,Sauda,4595,2021-05-13,43,1,2.7,1188,534,144,27,8.62,0,1,3,4,5,3,7,1,2,2,0,0,0,1,6,1,293,0,18,18,565.6451564756212,8.123467420158207,0.5179925906651479,0.4988030467899891
1144,Kvitsøy,517,2021-05-13,46,NA,NA,224,66,101,3,8.9,0,0,0,2,1,1,2,1,0,0,0,0,0,1,1,0,0,0,19,19,362.8091538799133,1.4249916091453485,0,0.5203094777562862
1145,Bokn,852,2021-05-13,44,NA,NA,164,90,0,0,8.69,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,4,0,20,20,188.96607417395637,4.508745835592028,0.021167820824375717,0.5176056338028169
1146,Tysvær,11065,2021-05-13,37,1.9,5.2,3109,1025,406,46,7.85,0,1,3,8,0,9,6,7,0,1,0,0,10,1,12,0,179,0,21,21,638.1127206776799,17.340196553751344,0.2805147024962938,0.5096249435155897
1149,Karmøy,42186,2021-05-13,39,1.9,4.7,9830,4235,1479,155,9.01,0,0,8,19,0,27,13,9,0,0,1,1,24,3,31,0,379,0,22,22,1341.7216311287327,31.44169328514942,0.28247289989739793,0.5072061821457355
1151,Utsira,198,2021-05-13,43.5,NA,NA,35,38,3,0,12.63,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,147,0,23,23,855.5309420037765,0.23143522960871002,0.17182312501252714,0.5505050505050505
1160,Vindafjord,8714,2021-05-13,40,1.7,4.3,2802,1171,384,43,12.18,0,0,1,7,1,10,8,1,0,2,0,0,0,1,11,1,68,0,24,24,761.7791975682628,11.439010185387927,0.08926471110929297,0.5172136791370209
1505,Kristiansund,24179,2021-05-13,42,2.2,5.1,7322,2643,695,69,11.29,0,3,9,14,1,21,9,13,0,15,1,0,64,12,14,1,3988,1,25,25,667.4421563357831,36.22636024781719,5.975049616125355,0.5079200959510319
1506,Molde,31967,2021-05-13,41,1.9,5.7,12267,4290,1038,97,11.3,0,4,9,20,16,30,25,12,0,12,1,0,255,28,26,1,827,1,26,26,1991.8822090167394,16.048639751534303,0.41518519330931486,0.5021741170582162
1507,Ålesund,66258,2021-05-13,39,2.3,5.2,24178,8528,2018,202,13.68,0,6,5,38,12,62,24,11,0,19,0,19,47,6,50,2,971,1,27,27,2522.835789023075,26.263302704159464,0.38488434492044493,0.5134625252799662
1511,Vanylven,3117,2021-05-13,50,1.3,3.1,579,463,58,9,6.9,0,0,0,2,1,8,8,1,0,0,0,1,0,1,4,0,0,0,28,28,481.03823348472736,6.479734422396931,0,0.5155598331729226
1514,Sande,2461,2021-05-13,46,3.9,7.6,709,270,68,11,18.57,0,0,0,1,0,7,5,2,0,0,0,0,9,0,5,0,2,0,29,29,458.227194277531,5.37069827093122,0.004364647111687298,0.5225518082080455
1515,Herøy (Møre og Romsdal),8900,2021-05-13,43,2.8,6.5,2227,1110,178,28,12.26,0,0,1,3,0,10,6,0,0,1,0,1,51,2,11,0,173,0,30,30,1191.7812311181005,7.467813527865541,0.1451608696989594,0.513370786516854
1516,Ulstein,8571,2021-05-13,40,3.2,5.7,3713,991,246,23,14.41,0,1,0,3,0,6,1,18,1,2,0,20,1,5,6,0,2294,0,31,31,259.55734411657886,33.02160464452271,8.838124029230556,0.522692801306732
1517,Hareid,5175,2021-05-13,39,3.8,7.7,1149,429,99,11,15.79,0,0,0,3,0,2,1,5,0,0,0,3,20,3,5,0,1704,0,32,32,133.91200566523236,38.644780012757195,12.724773940432515,0.5105314009661835
1520,Ørsta,10825,2021-05-13,40,2,5.4,2660,1138,323,28,8.56,0,2,2,4,1,13,4,0,0,2,1,3,21,0,10,0,472,0,33,33,791.3888080707483,13.678485075356626,0.5964198573273282,0.5055889145496536
1525,Stranda,4523,2021-05-13,44,2,3.8,1714,466,257,24,17.22,0,2,1,1,2,7,4,3,1,14,0,1,7,3,5,2,64,0,34,34,933.5061083713617,4.845174508703576,0.06855873724453436,0.5116073402608888
1528,Sykkylven,7625,2021-05-13,42,1.1,2.8,2265,842,182,26,11.99,0,0,1,3,0,8,2,4,0,0,0,6,15,4,8,0,946,0,35,35,405.2594803526759,18.815105801755372,2.3343068968472895,0.5042622950819672
1531,Sula,9310,2021-05-13,38,1.8,3.9,1765,797,216,21,11.54,0,0,2,3,0,6,2,2,0,0,0,0,38,8,6,0,0,0,36,36,125.60212921225285,74.12294726522664,0,0.516219119226638
1532,Giske,8462,2021-05-13,37,2,5.3,1496,685,113,13,10.82,0,1,5,1,0,7,5,1,0,1,1,2,0,3,6,0,297,0,37,37,904.2650544373353,9.357875722915496,0.3284435227730918,0.5064996454738833
1535,Vestnes,6532,2021-05-13,44,2,5.6,1599,869,186,24,11.25,0,0,4,2,0,9,4,1,0,1,0,0,30,0,8,0,2,0,38,38,465.5377961961317,14.031084164105248,0.004296106602604179,0.5188303735456216
1539,Rauma,7468,2021-05-13,44,1.8,5.1,2082,782,271,22,9.48,0,1,2,1,1,12,13,5,0,2,0,0,13,5,7,0,354,0,39,39,1630.8184433976573,4.579295770313415,0.21706892108877196,0.5137921799678629
1547,Aukra,3509,2021-05-13,40,1.8,4.9,816,261,59,6,12.57,0,0,0,1,0,4,2,0,0,0,1,0,0,5,2,0,2,0,40,40,517.3139014260788,6.783115609935752,0.0038661245995644067,0.4961527500712454
1554,Averøy,5788,2021-05-13,44,1.6,5,1253,497,147,12,10.31,0,0,0,1,1,7,5,2,0,1,0,0,121,0,5,0,5,0,41,41,717.4170544393268,8.067831624832808,0.006969446807906709,0.513130615065653
1557,Gjemnes,2629,2021-05-13,43,1.6,5.4,441,230,51,5,8.71,0,0,0,2,0,4,3,0,0,1,0,1,17,4,4,0,8,0,42,42,476.160019433999,5.521253134870573,0.01680107458309798,0.5154050969950551
1560,Tingvoll,3025,2021-05-13,47,1.2,2,537,313,77,10,9.52,0,0,1,2,0,5,2,1,0,1,0,0,14,3,4,0,123,0,43,43,506.46991944563615,5.972714042545817,0.24285746354814397,0.5087603305785124
1563,Sunndal,7036,2021-05-13,46,1.4,3.2,2413,810,217,15,9.25,0,2,2,5,1,7,5,1,0,1,1,0,14,1,7,0,201,0,44,44,1795.466364688777,3.9187590134664583,0.11194863014592923,0.501847640704946
1566,Surnadal,5920,2021-05-13,46,1.1,3.2,1706,774,142,22,6.08,0,2,2,2,5,10,7,2,0,5,2,0,0,1,7,1,294,0,45,45,1448.2125310907293,4.087797801018418,0.20300887728030656,0.5118243243243243
1573,Smøla,2150,2021-05-13,47,1.1,2.8,647,278,38,11,12.05,0,0,0,1,0,5,4,0,0,1,0,0,0,0,1,0,15,0,46,46,2153.3504559801786,0.9984440730625738,0.00696588888183191,0.5088372093023256
1576,Aure,3507,2021-05-13,47,1,1.5,851,467,88,13,10.58,0,0,0,2,0,6,4,0,0,0,0,0,0,0,3,0,122,0,47,47,1051.0097624671084,3.336791079625916,0.11607884565564919,0.514114627887083
1577,Volda,10473,2021-05-13,39,1.6,2.6,2650,1677,341,34,9.89,0,1,1,5,2,12,8,6,0,1,0,9,15,3,10,1,1201,1,48,48,1002.4606211540117,10.44729316942515,1.1980520477876067,0.5021483815525637
1578,Fjord,2549,2021-05-13,47,1.8,4.4,641,344,136,19,12.16,0,0,1,4,1,6,5,2,0,0,0,0,1,1,3,1,20,0,49,49,1263.6674195120438,2.0171446700622213,0.015826949157020175,0.4919576304433111
1579,Hustadvika,13279,2021-05-13,40,2.1,5.1,2655,1195,342,41,8.63,0,0,6,3,0,13,7,7,0,2,0,0,198,4,11,3,52,0,50,50,1565.937833418232,8.479902405201953,0.03320693765121632,0.5081707959936742
1804,Bodø,52357,2021-05-13,38,1.8,4.6,19904,6363,2091,142,9.38,0,5,16,45,17,47,28,10,0,26,1,6,16,50,32,4,7908,1,51,51,4825.161302152383,10.850828961229723,1.6389089410280318,0.5028553966040835
1806,Narvik,21845,2021-05-13,43,1.7,5.6,0,0,0,0,10.54,0,1,4,22,4,23,19,17,0,9,1,1,15,21,18,1,583,1,52,52,4090.2324524930646,5.340772255299356,0.14253468641975392,0.5070725566491188
1811,Bindal,1426,2021-05-13,50,NA,NA,225,162,14,8,4.35,0,0,1,2,2,3,2,1,0,0,0,0,0,1,2,0,9,0,53,53,1911.5284181455816,0.7459998954048488,0.004708274234672959,0.520336605890603
1812,Sømna,1975,2021-05-13,46,0.9,2.8,411,240,27,6,7.19,0,0,1,3,0,2,1,2,0,2,0,0,0,1,6,0,4,0,54,54,788.0281264395813,2.5062557207485976,0.005075960953414882,0.509873417721519
1813,Brønnøy,7917,2021-05-13,42,1.7,5.2,2298,877,221,30,7.77,0,0,0,5,0,8,5,6,0,4,1,0,9,0,6,0,19,0,55,55,2092.629449611033,3.7832784975245235,0.009079486099907282,0.4975369458128079
1815,Vega,1200,2021-05-13,49,NA,NA,157,133,0,3,6.33,0,0,0,3,1,2,2,0,0,1,0,0,0,1,1,0,14,0,56,56,2920.5605484601756,0.41088002802499096,0.004793600326958228,0.5208333333333334
1816,Vevelstad,462,2021-05-13,50,0,NA,68,51,0,0,6.93,0,0,0,2,0,2,1,0,0,0,0,0,0,0,2,0,0,0,57,57,666.5968546735642,0.693072577166965,0,0.5303030303030303
1818,Herøy (Nordland),1777,2021-05-13,44,1.4,3.8,542,158,38,3,15.42,1,1,1,1,1,4,1,2,0,3,0,0,0,3,2,0,46,0,58,58,2262.683692269393,0.7853506020621606,0.020329841133854464,0.5177265053460889
1820,Alstahaug,7447,2021-05-13,43,1.4,3,2745,854,214,30,10.55,0,0,0,6,0,7,5,3,0,1,1,0,28,4,7,0,3,0,59,59,585.6178019368143,12.716485010138916,0.005122795089353665,0.5039613267087418
1822,Leirfjord,2294,2021-05-13,41,1.4,3.2,350,146,53,12,11.68,0,0,0,2,0,2,2,0,0,0,0,0,1,0,3,0,3,0,60,60,594.9929593777875,3.855507807014969,0.00504207646950519,0.518308631211857
1824,Vefsn,13278,2021-05-13,44,1.1,3.6,4667,1596,698,77,6.84,0,1,4,10,4,11,4,3,0,10,1,0,96,5,14,0,1535,0,61,61,2030.4238683302542,6.539521233524179,0.7559997811010405,0.5125771953607471
1825,Grane,1482,2021-05-13,46,1.2,3.6,320,166,65,3,10.8,0,0,0,2,0,2,3,0,0,2,1,0,43,0,2,0,160,0,62,62,2007.6066818096078,0.738192402639426,0.07969688557510672,0.5344129554655871
1826,Hattfjelldal,1297,2021-05-13,49,0.5,NA,264,177,20,4,6.25,0,0,0,2,0,2,4,0,0,0,1,0,1,0,5,0,25,0,63,63,2685.9586247049842,0.48288160065848285,0.009307663852322337,0.5219737856592136
1827,Dønna,1371,2021-05-13,48,1.7,2.9,231,143,7,3,9.04,0,0,0,1,0,5,4,0,0,0,0,0,4,1,3,0,4,0,64,64,759.1575240374241,1.8059493011524363,0.005268998690452039,0.5178701677607586
1828,Nesna,1761,2021-05-13,43,1.5,5.2,443,198,27,4,15.39,0,0,0,2,0,3,3,0,0,0,0,1,8,0,3,0,3,0,65,65,401.94789655909824,4.381164860110372,0.007463653935452082,0.5178875638841567
1832,Hemnes,4454,2021-05-13,45,1.3,3.9,820,516,149,27,6.04,0,0,1,3,0,4,4,0,0,0,0,0,2,0,5,0,9,0,66,66,1655.8520612558668,2.6898538246356996,0.005435268168325392,0.5184104176021553
1833,Rana,26184,2021-05-13,42,1.9,6.1,9388,2690,1122,66,7.33,0,2,4,15,3,19,6,2,0,6,1,1,17,1,14,0,247,0,67,67,4588.969032076215,5.705856765861289,0.0538247258313374,0.5059578368469294
1834,Lurøy,1890,2021-05-13,46,1.1,2.1,562,234,43,6,7.88,0,0,2,3,0,7,7,9,0,5,0,0,0,5,6,0,978,0,68,68,1337.5671323713798,1.413013189587882,0.7311782536597611,0.517989417989418
1835,Træna,435,2021-05-13,43,0.9,NA,109,48,4,6,20.23,0,1,2,2,1,2,1,0,0,0,0,3,0,1,2,1,6,0,69,69,1792.3375408803463,0.24269982080849575,0.003347583735289597,0.5287356321839081
1836,Rødøy,1213,2021-05-13,45,NA,NA,218,141,8,3,5.19,0,0,2,2,0,6,12,13,2,1,0,0,0,2,8,0,1031,0,70,70,3097.4359381586455,0.39161423326194783,0.33285595588876193,0.5111294311624073
1837,Meløy,6288,2021-05-13,44,1.4,2.8,1646,724,147,13,7.43,0,0,11,7,3,14,9,12,0,3,0,1,9,10,15,0,3419,0,71,71,2743.0535568110076,2.2923358475400097,1.2464211613771141,0.510178117048346
1838,Gildeskål,1950,2021-05-13,48,1.3,1.9,508,235,82,14,13.33,0,0,1,2,0,8,10,11,0,3,0,0,1,2,7,0,2328,0,72,72,1508.969505798642,1.2922726354022223,1.542774715495576,0.5025641025641026
1839,Beiarn,1017,2021-05-13,53,1.4,NA,233,149,58,0,5.11,0,0,0,1,1,2,5,2,1,4,0,2,0,1,2,0,1230,0,73,73,1234.638643738712,0.8237227995070182,0.9962429138580456,0.5250737463126843
1840,Saltdal,4671,2021-05-13,46,1.8,5.7,1192,610,138,19,8.07,0,0,0,4,0,4,3,0,0,1,1,0,5,1,5,0,189,0,74,74,2247.7518292542204,2.0780763869069063,0.08408401565519275,0.5086705202312138
1841,Fauske,9739,2021-05-13,44,1.3,2.9,2588,952,359,27,7.62,0,0,2,5,0,9,3,2,0,1,0,0,9,0,5,1,23,0,75,75,1292.8842180634322,7.532770424398652,0.01778968269444183,0.5041585378375604
1845,Sørfold,1926,2021-05-13,48,1.1,2.4,596,190,31,5,7.63,0,0,0,2,0,2,3,0,0,0,0,0,0,1,3,0,29,0,76,76,1840.772890845279,1.0462996329305918,0.015754252001550968,0.5171339563862928
1848,Steigen,2608,2021-05-13,47,1,1.2,625,306,47,3,10.54,0,0,0,2,1,6,4,0,0,1,1,0,3,1,6,0,20,0,77,77,3479.672263686914,0.7494958727051706,0.005747667735469099,0.5072852760736196
1851,Lødingen,2034,2021-05-13,51,1.7,3.6,462,253,55,15,12.73,0,0,1,2,0,5,2,1,0,3,0,0,2,0,2,0,1,0,78,78,1053.1602234071224,1.9313300624094234,9.495231378610734e-4,0.4916420845624385
1853,Evenes,1348,2021-05-13,50,1.8,4.6,346,165,59,5,9.87,0,0,0,1,0,3,2,4,0,2,1,7,22,1,2,0,274,0,79,79,392.1974201407928,3.4370445361830497,0.6986277469689582,0.505192878338279
1856,Røst,498,2021-05-13,48,4.7,NA,98,75,6,3,7.63,0,0,0,2,0,1,1,0,0,1,1,0,0,0,1,0,2,0,80,80,3367.3449547929026,0.1478909962257276,5.939397438784241e-4,0.5040160642570282
1857,Værøy,728,2021-05-13,45,5.7,11.9,177,100,12,3,16.21,0,0,1,2,1,1,2,0,0,0,0,0,0,1,1,0,15,0,81,81,1824.156919862705,0.39908847318617346,0.008222976782682146,0.5206043956043956
1859,Flakstad,1272,2021-05-13,49,3.8,NA,280,123,51,4,9.2,0,0,0,1,0,2,2,0,0,2,0,0,54,1,2,1,5,0,82,82,1172.9881483254376,1.0844099335666026,0.004262617663390734,0.5110062893081762
1860,Vestvågøy,11433,2021-05-13,40,3,9,3049,1414,493,53,9.67,0,3,13,8,0,11,10,1,0,7,1,0,140,6,10,1,919,0,83,83,2107.818571285261,5.424091122334418,0.43599577901034986,0.5010933263360448
1865,Vågan,9608,2021-05-13,42,2.6,6.7,2949,1042,394,36,14.39,0,2,2,6,2,14,12,2,0,17,1,0,18,2,15,2,36,0,84,84,2093.2650244009324,4.5899586951488365,0.017198013428950675,0.5074937552039966
1866,Hadsel,8061,2021-05-13,44,1.5,3.8,2396,834,161,14,10.95,0,0,2,6,0,10,6,4,0,1,1,0,7,2,9,0,33,0,85,85,1177.3681244962295,6.846626668654826,0.028028616805062554,0.5098622999627838
1867,Bø,2569,2021-05-13,51,2.5,5.7,491,283,80,10,9.77,0,0,2,3,2,3,4,2,0,1,0,0,0,0,4,0,34,0,86,86,1829.0631805747328,1.4045441553269704,0.018588750985253793,0.506033476060724
1868,Øksnes,4410,2021-05-13,45,2.5,9.7,1019,546,121,16,12.15,0,0,1,3,0,4,5,5,0,3,0,1,0,1,4,0,138,0,87,87,1811.5673498024544,2.43435608423882,0.07617712916665696,0.5108843537414965
1870,Sortland,10566,2021-05-13,40,1.7,4.7,3332,1222,497,55,8.61,0,1,2,7,0,9,5,1,0,2,0,0,26,2,11,0,7,0,88,88,1097.6094889788606,9.62637450395028,0.0063774958856380815,0.5090857467348098
1871,Andøy,4663,2021-05-13,48,2.1,8.8,1191,472,136,19,9.82,0,0,1,3,0,9,7,2,0,6,1,0,4,5,4,1,158,0,89,89,2791.131089172673,1.6706488699469049,0.0566078750700431,0.5114733004503539
1874,Moskenes,1015,2021-05-13,47,8.3,17.9,243,110,53,8,18.72,0,0,0,2,1,5,4,1,0,6,0,0,38,1,1,1,10,0,90,90,1590.8102256603183,0.6380396502534994,0.0062861049286059055,0.5359605911330049
1875,Hamarøy,2766,2021-05-13,47,1.5,3.4,0,0,0,0,11.46,0,0,2,3,0,7,5,1,0,1,0,0,3,1,6,1,29,0,91,91,2816.2068999211124,0.9821721550634228,0.010297538863643985,0.5278380332610267
3001,Halden,31373,2021-05-13,42,2.7,6.7,8071,3105,790,76,12.22,0,4,8,24,1,17,13,10,2,10,0,3,17,26,17,3,9751,1,92,92,659.8495146788599,47.545689285334745,14.777611838883724,0.5038090077455136
3002,Moss,49273,2021-05-13,43,2.7,6.4,12375,5018,1184,112,15.82,0,3,5,31,3,31,12,13,1,19,1,3,29,23,36,0,6786,2,93,93,244.43457491484378,201.57950247899976,27.762029992541397,0.4969049986808191
3003,Sarpsborg,56732,2021-05-13,41,3,7,18103,7471,2288,264,15.41,0,3,16,29,7,26,20,37,3,17,0,7,321,27,32,3,5742,0,94,94,426.1021274413385,133.14179006958912,13.475642645765719,0.5009342170203765
3004,Fredrikstad,82385,2021-05-13,42,3,7.6,20860,7559,2634,297,14.66,0,5,27,54,38,53,25,98,10,39,1,52,95,33,49,9,17625,1,95,95,556.1591219225764,148.13206644027483,31.690570747221507,0.49831886872610304
3005,Drammen,101386,2021-05-13,40,3.3,6.4,30409,10668,3907,338,20.8,0,4,38,51,14,58,31,58,2,38,0,19,53,42,52,5,1193,3,96,96,347.7919529088831,291.5133577761697,3.430211625145192,0.49872763497918843
3006,Kongsberg,27723,2021-05-13,41,2.2,5.1,10867,3393,675,75,14.35,0,3,11,21,0,18,10,9,0,15,0,0,24,11,26,1,622,2,97,97,790.6634248726243,35.062959949698154,0.7866811343906593,0.5079536846661616
3007,Ringerike,30641,2021-05-13,43,2.1,4.9,8684,3648,1122,113,13.38,0,1,4,27,1,15,15,4,0,15,1,6,21,8,22,0,1189,1,98,98,1560.629612332413,19.633742534339078,0.7618719974324977,0.5003426781110277
3011,Hvaler,4668,2021-05-13,51,2,3.1,603,321,109,17,5.83,0,1,1,2,0,6,2,2,0,4,0,0,11,4,4,0,211,0,99,99,520.8951172028927,8.961496942160387,0.40507194832815807,0.5072836332476436
3012,Aremark,1325,2021-05-13,49,NA,NA,90,120,0,4,3.92,0,1,0,1,0,1,2,0,0,2,0,0,0,1,1,0,16,0,100,100,316.25892407502533,4.189605096125836,0.0505914577645384,0.52
3013,Marker,3595,2021-05-13,48,1.6,3.7,588,296,89,16,8.48,0,0,1,1,0,2,2,0,0,0,0,0,3,2,1,0,450,0,101,101,412.3612539626335,8.718083877797511,1.0912761460386313,0.5121001390820584
3014,Indre Østfold,44792,2021-05-13,42,2.6,5.8,8753,4101,1345,145,15.28,0,4,17,29,2,31,16,28,1,13,2,3,573,37,30,1,9699,0,102,102,781.1627255428314,57.340165544732,12.416107019520354,0.5034157885336668
3015,Skiptvet,3805,2021-05-13,41,1.3,3.8,468,287,122,22,10.33,0,0,1,1,0,2,2,1,1,1,0,0,12,4,2,0,1026,0,103,103,99.76312231425212,38.14034596886729,10.28436135717683,0.5085413929040736
3016,Rakkestad,8255,2021-05-13,43,2.8,9.4,1687,899,236,26,12,0,0,2,5,0,5,0,4,0,0,1,0,22,1,4,2,93,0,104,104,443.93228170413323,18.595178454496118,0.20949141081382666,0.5069654754694125
3017,Råde,7508,2021-05-13,44,2.3,7.6,2022,779,549,72,12.71,0,0,3,5,5,5,4,2,1,1,0,0,42,2,14,0,1136,0,105,105,159.71634616053115,47.008338097427405,7.112609493697061,0.5185135855087907
3018,Våler (Viken),5736,2021-05-13,38,2.4,5.2,838,372,189,15,12.8,0,0,0,2,0,3,1,1,0,0,0,0,1,2,5,0,550,0,106,106,261.45397253147587,21.938851968712985,2.1036207431645995,0.5097629009762901
3019,Vestby,18042,2021-05-13,40,2.1,4.2,5189,1563,377,55,14.52,0,0,3,10,0,10,3,4,1,5,0,0,16,9,10,0,2087,0,107,107,155.77764891421924,115.81892605103467,13.397300668911948,0.5017182130584192
3020,Nordre Follo,59288,2021-05-13,41,2.6,5.8,16208,5371,1490,139,15.07,0,3,14,29,8,36,15,9,2,16,1,3,389,67,30,3,1866,0,108,108,214.29010971644556,276.67165824149083,8.707821385079981,0.500236135474295
3021,Ås,20439,2021-05-13,36,2.5,5.2,7009,2247,1152,59,19.61,0,1,4,15,3,10,7,2,4,6,0,3,115,11,13,1,614,3,109,109,104.4853412820239,195.6159567381957,5.876422400178686,0.5039385488526836
3022,Frogn,15877,2021-05-13,46,2.2,4.9,2432,1167,316,37,11.73,0,0,3,12,1,10,2,6,2,4,0,0,86,3,9,1,61,0,110,110,116.15885554382454,136.68350919667859,0.525142914971178,0.49348113623480505
3023,Nesodden,19616,2021-05-13,41,2.5,4.8,2540,1356,223,39,13.44,0,0,0,9,2,11,4,3,2,5,0,1,20,11,12,1,917,0,111,111,117.74763202711128,166.59358377146333,7.787842389805865,0.4923531810766721
3024,Bærum,127731,2021-05-13,40,2.7,5.8,55331,12096,4387,312,18.53,0,4,30,68,9,62,17,71,14,32,2,91,249,60,69,6,23354,1,112,112,215.81027028174267,591.8671054590951,108.21542445366987,0.4969114780280433
3025,Asker,94441,2021-05-13,41,2.6,5.8,23681,8250,2722,238,16.7,0,1,26,51,2,49,21,20,1,20,0,49,157,47,66,2,7401,0,113,113,530.5961283232906,177.99036773682863,13.94846212577449,0.500926504378395
3026,Aurskog-Høland,17390,2021-05-13,43,2.3,6.6,3321,1312,616,62,12.71,0,0,1,11,0,12,4,2,0,1,0,0,9,1,11,0,85,0,114,114,1146.2304758742957,15.171468885204478,0.07415611588512827,0.5032202415181138
3027,Rælingen,18530,2021-05-13,38,3.2,6.7,1908,744,263,30,19.56,0,0,3,3,0,6,3,6,0,0,0,0,76,5,11,0,586,0,115,115,68.61255546217251,270.0671892364651,8.540710895443526,0.5076092822450081
3028,Enebakk,11110,2021-05-13,40,2.9,5.7,1850,639,313,32,15.23,0,0,4,3,1,5,3,0,0,1,0,1,103,10,6,1,155,0,116,116,231.0620350322752,48.08232559039019,0.670815523538297,0.5121512151215122
3029,Lørenskog,41460,2021-05-13,39,3.5,6.8,15028,5313,1213,101,22.42,0,3,9,19,9,18,6,7,2,12,0,0,125,24,17,1,729,0,117,117,66.2849913344965,625.4809597964464,10.997964777896994,0.5055957549445248
3030,Lillestrøm,85983,2021-05-13,39,3.3,7,27819,7998,3093,293,19.87,1,3,17,50,25,45,14,39,0,38,1,24,291,33,38,0,4857,3,118,118,462.21349625652266,186.024425284805,10.508131067865717,0.5054952723212728
3031,Nittedal,24249,2021-05-13,40,2.3,5.2,5403,1545,663,47,14.55,0,0,4,8,1,11,4,6,1,4,0,9,167,10,19,1,5647,0,119,119,187.24570055258107,129.50364108996223,30.158235854468913,0.5016701719658543
